@RELATION artificialMelody

    @ATTRIBUTE ID NUMERIC
    @ATTRIBUTE pitch0 NUMERIC
    @ATTRIBUTE duration0 NUMERIC
    @ATTRIBUTE pitch1 NUMERIC
    @ATTRIBUTE duration1 NUMERIC
    @ATTRIBUTE pitch2 NUMERIC
    @ATTRIBUTE duration2 NUMERIC
    @ATTRIBUTE pitch3 NUMERIC
    @ATTRIBUTE duration3 NUMERIC
    @ATTRIBUTE pitch4 NUMERIC
    @ATTRIBUTE duration4 NUMERIC
    @ATTRIBUTE pitch5 NUMERIC
    @ATTRIBUTE duration5 NUMERIC
    @ATTRIBUTE pitch6 NUMERIC
    @ATTRIBUTE duration6 NUMERIC
    @ATTRIBUTE pitch7 NUMERIC
    @ATTRIBUTE duration7 NUMERIC
    @ATTRIBUTE pitch8 NUMERIC
    @ATTRIBUTE duration8 NUMERIC
    @ATTRIBUTE pitch9 NUMERIC
    @ATTRIBUTE duration9 NUMERIC
    @ATTRIBUTE pitch10 NUMERIC
    @ATTRIBUTE duration10 NUMERIC
    @ATTRIBUTE pitch11 NUMERIC
    @ATTRIBUTE duration11 NUMERIC
    @ATTRIBUTE pitch12 NUMERIC
    @ATTRIBUTE duration12 NUMERIC
    @ATTRIBUTE pitch13 NUMERIC
    @ATTRIBUTE duration13 NUMERIC
    @ATTRIBUTE pitch14 NUMERIC
    @ATTRIBUTE duration14 NUMERIC
    @ATTRIBUTE pitch15 NUMERIC
    @ATTRIBUTE duration15 NUMERIC
    @ATTRIBUTE pitch16 NUMERIC
    @ATTRIBUTE duration16 NUMERIC
    @ATTRIBUTE pitch17 NUMERIC
    @ATTRIBUTE duration17 NUMERIC
    @ATTRIBUTE pitch18 NUMERIC
    @ATTRIBUTE duration18 NUMERIC
    @ATTRIBUTE pitch19 NUMERIC
    @ATTRIBUTE duration19 NUMERIC
    @ATTRIBUTE pitch20 NUMERIC
    @ATTRIBUTE duration20 NUMERIC
    @ATTRIBUTE pitch21 NUMERIC
    @ATTRIBUTE duration21 NUMERIC
    @ATTRIBUTE pitch22 NUMERIC
    @ATTRIBUTE duration22 NUMERIC
    @ATTRIBUTE pitch23 NUMERIC
    @ATTRIBUTE duration23 NUMERIC
    @ATTRIBUTE pitch24 NUMERIC
    @ATTRIBUTE duration24 NUMERIC
    @ATTRIBUTE pitch25 NUMERIC
    @ATTRIBUTE duration25 NUMERIC
    @ATTRIBUTE pitch26 NUMERIC
    @ATTRIBUTE duration26 NUMERIC
    @ATTRIBUTE pitch27 NUMERIC
    @ATTRIBUTE duration27 NUMERIC
    @ATTRIBUTE pitch28 NUMERIC
    @ATTRIBUTE duration28 NUMERIC
    @ATTRIBUTE pitch29 NUMERIC
    @ATTRIBUTE duration29 NUMERIC
    @ATTRIBUTE pitch30 NUMERIC
    @ATTRIBUTE duration30 NUMERIC
    @ATTRIBUTE pitch31 NUMERIC
    @ATTRIBUTE duration31 NUMERIC
    @ATTRIBUTE pitch32 NUMERIC
    @ATTRIBUTE duration32 NUMERIC
    @ATTRIBUTE pitch33 NUMERIC
    @ATTRIBUTE duration33 NUMERIC
    @ATTRIBUTE pitch34 NUMERIC
    @ATTRIBUTE duration34 NUMERIC
    @ATTRIBUTE pitch35 NUMERIC
    @ATTRIBUTE duration35 NUMERIC
    @ATTRIBUTE pitch36 NUMERIC
    @ATTRIBUTE duration36 NUMERIC
    @ATTRIBUTE pitch37 NUMERIC
    @ATTRIBUTE duration37 NUMERIC
    @ATTRIBUTE pitch38 NUMERIC
    @ATTRIBUTE duration38 NUMERIC
    @ATTRIBUTE pitch39 NUMERIC
    @ATTRIBUTE duration39 NUMERIC
    @ATTRIBUTE pitch40 NUMERIC
    @ATTRIBUTE duration40 NUMERIC
    @ATTRIBUTE pitch41 NUMERIC
    @ATTRIBUTE duration41 NUMERIC
    @ATTRIBUTE pitch42 NUMERIC
    @ATTRIBUTE duration42 NUMERIC
    @ATTRIBUTE pitch43 NUMERIC
    @ATTRIBUTE duration43 NUMERIC
    @ATTRIBUTE pitch44 NUMERIC
    @ATTRIBUTE duration44 NUMERIC
    @ATTRIBUTE pitch45 NUMERIC
    @ATTRIBUTE duration45 NUMERIC
    @ATTRIBUTE pitch46 NUMERIC
    @ATTRIBUTE duration46 NUMERIC
    @ATTRIBUTE pitch47 NUMERIC
    @ATTRIBUTE duration47 NUMERIC
    @ATTRIBUTE pitch48 NUMERIC
    @ATTRIBUTE duration48 NUMERIC
    @ATTRIBUTE pitch49 NUMERIC
    @ATTRIBUTE duration49 NUMERIC
    @ATTRIBUTE score NUMERIC

@DATA
14,15,267,15,267,15,267,25,267,15,535,25,267,15,267,29,267,29,535,25,802,29,267,32,267,34,535,32,267,32,535,30,267,32,802,25,1071,25,267,32,267,34,267,35,267,34,535,32,535,30,535,32,535,34,535,25,802,23,267,25,1071,25,535,32,535,30,802,25,1071,32,267,34,267,35,267,35,267,32,535,25,535,15,267,30,267,30,267,30,535,15,535,23,267,15,267,25,1071,0,0,0,0,1.0
15,14,428,19,428,25,53,19,107,25,107,22,321,25,107,22,107,25,107,24,321,24,214,14,321,25,53,14,107,25,107,14,321,25,107,24,214,24,428,19,856,25,107,17,214,17,214,19,321,25,107,19,107,25,107,22,321,25,107,22,107,25,107,24,321,25,53,24,856,25,214,22,214,19,214,22,214,19,1712,22,214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25
16,33,214,17,214,33,214,17,214,33,214,17,214,33,214,17,214,33,214,17,214,33,214,17,214,33,214,17,214,33,214,35,214,36,214,21,214,36,214,21,214,36,214,21,214,36,214,21,214,36,214,21,214,36,214,21,214,36,214,21,214,35,214,36,214,33,214,17,214,33,214,17,214,33,214,17,214,33,214,17,214,33,214,17,214,33,214,17,214,33,214,17,214,33,214,35,214,36,214,21,214,0.5
17,14,480,25,240,24,480,25,240,14,360,25,120,14,480,25,240,14,720,25,480,14,480,25,240,24,720,14,480,21,480,22,480,24,480,22,480,14,480,25,240,24,480,25,240,14,360,25,120,14,720,25,120,14,720,25,480,14,720,24,480,14,480,21,480,22,480,24,480,14,720,29,480,31,480,31,480,31,480,29,480,14,480,29,480,24,480,14,480,25,240,29,480,31,480,31,480,29,480,14,480,0.0
18,22,249,36,249,33,249,29,499,31,249,36,124,26,124,28,249,36,249,27,249,34,249,31,499,22,249,36,249,33,249,29,499,31,249,36,124,26,124,28,249,36,249,27,249,34,249,31,666,19,1332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75
19,32,375,34,375,29,375,32,187,32,187,32,187,32,187,34,375,13,375,32,187,32,187,32,187,32,187,32,375,29,375,15,187,15,187,15,187,15,187,29,750,32,187,32,187,32,187,32,187,34,375,29,375,13,187,32,187,32,187,32,187,34,375,13,375,32,187,32,187,29,187,29,187,13,375,29,187,29,187,15,187,15,187,29,187,13,187,29,750,0,0,0,0,0,0,0,0,0,0,0,0,0.25
20,24,120,14,240,24,120,14,240,14,240,31,360,29,360,14,240,24,120,14,240,24,120,14,240,31,240,29,960,24,120,14,240,24,120,14,240,14,240,31,360,29,360,14,240,24,120,14,240,24,120,14,240,31,240,29,960,14,720,14,240,14,720,14,240,14,480,14,240,14,480,24,480,14,960,25,480,24,480,14,960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75
21,24,238,24,238,24,238,24,238,24,476,24,238,24,952,24,238,24,238,24,238,23,476,21,1904,13,952,24,238,24,238,24,238,14,238,14,238,13,238,14,238,14,238,14,238,14,238,14,952,23,238,23,238,23,238,21,476,19,1904,13,1904,14,952,16,238,16,238,16,238,16,476,14,476,24,476,24,476,24,238,31,238,31,238,16,238,31,238,29,952,13,476,33,476,33,238,31,238,31,238,29,476,0.5
22,35,480,33,240,32,480,32,240,25,240,32,480,33,240,35,480,25,960,35,480,33,240,32,480,30,240,25,240,30,480,33,240,32,480,30,240,16,240,25,480,35,480,33,240,32,480,32,240,25,240,32,480,33,240,35,480,25,960,35,480,33,240,32,480,30,240,25,240,30,480,33,240,32,480,30,240,16,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
23,24,93,25,46,24,93,24,93,25,46,24,93,24,93,25,46,24,93,24,93,25,46,21,280,21,93,21,93,25,46,21,93,21,93,25,46,21,93,21,93,25,46,21,93,36,93,25,46,36,93,36,93,25,46,36,93,36,93,25,46,36,93,36,93,25,46,33,280,33,93,33,93,25,46,33,93,33,93,25,46,33,93,33,93,25,46,33,93,0,0,0,0,0,0,0,0,0,0,0,0,0.75
24,17,300,24,900,24,300,22,600,17,600,14,1200,25,600,25,300,17,300,29,900,29,300,29,600,14,600,14,600,24,600,25,600,24,600,17,900,17,300,17,600,19,600,22,600,24,600,24,600,14,600,24,1200,24,1200,24,1200,25,600,25,300,24,300,29,600,25,300,29,300,14,600,24,600,24,900,29,300,29,600,25,600,14,900,14,300,14,600,14,600,14,1200,14,900,24,300,24,600,24,600,22,600,0.25
25,17,166,13,166,13,333,17,166,13,166,13,333,33,333,34,333,36,333,36,999,22,166,13,166,34,333,34,166,33,166,13,166,31,166,22,166,31,166,13,166,29,166,31,333,33,166,31,666,13,166,33,333,34,333,36,333,36,666,34,166,33,499,13,166,33,166,36,166,34,166,13,166,33,166,22,166,31,166,13,166,31,166,19,166,33,166,31,666,13,166,31,166,31,249,33,249,34,166,21,166,0.5
26,27,214,27,214,27,214,27,214,36,214,36,428,26,428,33,642,13,856,27,214,27,214,27,214,27,214,36,214,36,428,26,642,13,856,27,214,27,214,27,214,27,214,36,214,36,428,26,428,33,428,13,856,31,214,29,214,29,214,31,214,29,214,15,214,24,214,24,1712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
29,31,375,31,375,31,375,31,375,31,375,31,375,48,187,31,139,48,187,46,375,46,375,46,375,46,375,46,375,46,375,46,139,48,187,46,375,46,375,46,375,46,375,46,375,46,375,46,139,48,187,46,375,46,375,46,375,46,375,46,187,48,187,46,562,31,375,31,375,31,375,31,375,31,375,31,375,48,187,43,187,48,139,46,375,46,375,38,375,46,375,46,375,46,187,46,139,48,187,0,0,0.75
31,42,240,42,240,42,240,28,240,26,240,26,240,23,240,14,240,30,240,37,240,35,240,14,240,30,240,35,240,23,240,14,240,42,240,42,240,42,240,28,240,26,240,35,240,37,240,19,240,28,240,26,240,19,240,23,240,14,240,31,240,19,240,23,240,26,240,26,240,26,240,28,240,42,240,43,240,18,240,19,240,43,240,43,240,43,240,42,240,28,240,28,240,18,240,22,240,28,240,28,240,0.5
32,34,166,33,166,31,333,14,166,14,166,22,1332,25,666,14,333,14,333,24,166,14,333,25,666,25,333,34,166,33,166,31,333,14,166,14,166,22,1332,25,666,14,333,14,333,24,166,14,333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
35,13,119,18,238,20,238,22,238,22,1428,20,238,22,476,23,476,23,238,22,238,22,238,20,238,18,476,20,952,20,238,18,238,18,238,20,238,22,476,22,238,20,476,18,238,20,238,22,238,22,1428,20,238,22,476,23,476,23,238,22,238,22,238,20,238,15,476,25,714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
37,14,333,16,166,29,999,29,999,31,333,29,166,16,333,14,166,24,499,16,499,14,499,22,333,17,166,21,499,17,333,22,166,25,333,22,166,25,333,22,166,21,499,14,333,16,166,29,999,29,999,31,333,29,166,16,333,14,166,24,499,16,499,14,499,22,333,17,166,21,499,17,333,22,166,25,333,22,166,25,333,22,166,21,499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75
43,14,187,14,187,14,187,14,187,34,375,34,375,14,187,14,187,14,187,34,187,34,187,29,187,29,375,34,375,34,375,34,375,34,375,17,187,17,187,17,187,17,187,34,375,34,375,14,187,14,187,14,187,14,187,34,375,34,375,14,187,14,187,14,187,14,187,34,187,29,187,31,750,29,375,17,187,17,187,17,187,17,187,17,93,17,93,17,93,25,375,25,93,17,93,17,93,17,93,25,375,0.25
46,19,120,25,120,25,240,31,480,29,240,31,240,25,240,14,240,25,480,31,480,29,240,31,240,25,240,22,240,25,480,29,480,31,480,14,240,24,240,25,240,22,240,25,240,21,240,25,240,17,240,25,240,19,240,19,120,25,120,25,240,31,480,29,240,31,240,25,240,14,240,25,480,31,480,29,240,31,240,25,240,22,240,25,480,29,480,31,480,14,240,24,240,25,240,22,240,25,240,21,240,1.0
61,19,375,24,187,14,375,16,750,24,375,22,750,25,93,22,375,24,187,14,375,24,750,22,375,24,750,21,375,14,375,16,375,29,375,21,375,24,750,14,375,22,750,21,375,19,750,25,375,24,375,24,187,24,375,14,375,24,375,22,750,22,375,29,375,21,750,21,375,29,375,19,750,16,375,31,750,29,375,29,750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
73,19,133,22,400,24,133,24,400,24,133,24,400,24,133,24,400,24,133,24,400,24,133,24,400,22,133,22,400,21,133,22,400,24,133,24,400,14,133,29,400,29,133,29,400,29,133,29,400,29,133,29,400,14,133,14,400,24,133,24,267,24,267,24,400,19,133,22,400,24,133,24,400,24,133,24,400,24,133,24,400,24,133,24,400,24,133,24,400,22,133,22,400,21,133,22,400,24,133,24,400,0.0
83,22,428,25,428,22,428,22,214,31,214,29,428,25,428,29,428,29,214,31,214,16,428,25,428,16,428,16,214,14,214,16,428,16,214,14,214,16,214,14,214,16,214,14,214,22,428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.625
84,33,375,29,187,25,93,29,93,33,187,33,187,26,187,25,187,33,375,29,187,25,93,29,93,33,187,33,187,26,187,25,187,33,375,29,187,25,93,29,93,33,187,33,187,26,187,25,187,33,375,33,375,33,187,31,187,29,187,25,375,33,187,33,187,33,187,33,187,31,187,29,187,25,187,31,375,31,375,31,187,29,187,16,187,25,375,31,187,31,187,31,187,31,187,29,187,16,187,0,0,0.5
85,24,562,19,562,24,375,19,375,19,280,24,562,19,562,24,375,19,375,19,280,24,375,14,375,24,280,14,1500,14,280,14,280,24,375,14,375,24,280,24,1125,14,375,29,375,31,280,29,562,14,562,14,375,14,375,29,280,14,1125,14,375,14,375,24,280,14,375,24,375,22,280,22,375,14,375,24,187,24,750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25
90,24,83,14,249,36,333,24,333,24,333,36,333,24,333,24,333,24,333,22,83,24,249,34,333,24,333,22,83,24,249,34,333,19,333,34,333,22,83,24,249,29,333,17,333,24,333,29,333,17,333,17,333,24,333,29,166,17,166,19,333,19,333,14,333,31,333,19,333,19,166,31,166,19,166,31,166,19,166,31,166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
91,31,333,31,333,31,333,13,666,19,333,15,666,14,666,13,666,14,333,14,333,14,333,29,333,31,333,34,333,31,666,13,333,19,333,15,666,14,666,13,666,14,333,14,333,14,333,29,333,31,333,31,333,31,333,13,666,19,333,15,666,14,666,13,666,14,333,14,333,14,333,29,333,31,333,34,333,31,666,13,333,19,333,15,666,14,666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
102,30,333,30,166,30,166,30,333,30,166,30,333,30,333,30,166,33,666,35,499,14,166,14,499,14,333,14,333,14,166,30,333,33,166,35,666,33,166,33,499,33,333,33,333,33,166,30,499,33,666,16,166,16,499,16,333,16,333,16,166,16,333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
104,14,214,14,214,14,214,14,214,14,214,22,428,25,214,14,214,14,214,14,214,14,214,14,214,14,214,22,428,25,214,22,214,22,214,22,214,21,428,21,428,24,428,21,428,22,428,25,428,14,214,14,214,14,214,14,214,14,214,22,428,25,214,14,214,14,214,14,214,14,214,14,214,14,214,22,428,25,214,22,214,22,214,22,214,21,428,21,428,24,428,21,428,22,428,25,428,0,0,0,0,0.25
105,29,300,21,300,29,300,21,300,16,200,14,200,29,300,21,300,29,300,21,300,16,200,14,200,29,300,21,300,29,300,21,300,16,200,14,200,29,300,21,300,29,300,21,300,16,200,14,200,14,300,17,300,14,300,17,300,24,200,22,200,14,300,17,300,14,300,17,300,24,200,22,200,14,300,17,300,14,300,17,300,24,200,22,200,14,300,17,300,14,200,14,200,14,200,16,200,16,200,29,200,1.0
107,21,150,13,150,30,450,13,150,16,150,13,150,16,600,13,300,14,150,13,300,16,150,13,300,13,150,23,1200,13,2400,13,1200,13,300,13,150,21,150,13,150,23,300,13,300,14,300,13,300,30,450,13,150,16,150,13,150,16,600,13,300,14,300,13,300,16,300,13,300,23,1800,13,2400,13,1200,13,600,21,300,13,300,30,450,13,150,16,150,13,150,16,600,13,300,14,300,13,300,16,300,13,300,0.25
113,36,333,34,333,32,333,31,333,29,999,25,333,17,166,25,499,17,166,25,499,34,333,34,166,34,166,25,166,32,166,25,166,31,666,25,166,24,166,25,499,34,333,34,166,34,166,25,166,32,166,25,333,36,499,32,499,25,333,20,166,25,499,20,166,25,499,36,333,34,333,32,333,31,333,29,999,25,333,17,166,25,499,17,166,25,499,34,333,34,166,34,166,25,166,32,166,25,166,31,666,0.25
116,18,480,23,240,22,240,23,240,25,240,23,480,18,480,23,240,22,240,23,240,25,240,23,480,20,480,25,240,24,240,25,240,15,240,25,480,20,480,25,240,24,240,25,240,15,240,25,480,18,480,23,240,22,240,23,240,25,240,23,480,18,480,23,240,22,240,23,240,25,240,23,480,20,480,25,240,24,240,25,240,15,240,25,480,20,480,25,240,24,240,25,240,15,240,25,480,18,480,23,240,0.875
123,25,41,26,41,14,41,14,124,25,166,14,166,25,124,38,333,26,333,14,333,26,83,41,41,17,83,25,124,14,249,26,83,14,333,14,41,24,333,14,166,19,41,38,124,19,41,21,83,19,41,21,166,21,124,26,41,22,41,24,249,25,83,21,249,38,333,19,41,21,166,21,124,14,41,33,41,21,333,19,249,38,124,33,41,21,166,14,333,24,41,16,333,33,41,21,83,25,166,48,41,0.0
