@RELATION artificialMelody


    @ATTRIBUTE ID NUMERIC
    @ATTRIBUTE pitch0 NUMERIC
    @ATTRIBUTE duration0 NUMERIC
    @ATTRIBUTE pitch1 NUMERIC
    @ATTRIBUTE duration1 NUMERIC
    @ATTRIBUTE pitch2 NUMERIC
    @ATTRIBUTE duration2 NUMERIC
    @ATTRIBUTE pitch3 NUMERIC
    @ATTRIBUTE duration3 NUMERIC
    @ATTRIBUTE pitch4 NUMERIC
    @ATTRIBUTE duration4 NUMERIC
    @ATTRIBUTE pitch5 NUMERIC
    @ATTRIBUTE duration5 NUMERIC
    @ATTRIBUTE pitch6 NUMERIC
    @ATTRIBUTE duration6 NUMERIC
    @ATTRIBUTE pitch7 NUMERIC
    @ATTRIBUTE duration7 NUMERIC
    @ATTRIBUTE pitch8 NUMERIC
    @ATTRIBUTE duration8 NUMERIC
    @ATTRIBUTE pitch9 NUMERIC
    @ATTRIBUTE duration9 NUMERIC
    @ATTRIBUTE pitch10 NUMERIC
    @ATTRIBUTE duration10 NUMERIC
    @ATTRIBUTE pitch11 NUMERIC
    @ATTRIBUTE duration11 NUMERIC
    @ATTRIBUTE pitch12 NUMERIC
    @ATTRIBUTE duration12 NUMERIC
    @ATTRIBUTE pitch13 NUMERIC
    @ATTRIBUTE duration13 NUMERIC
    @ATTRIBUTE pitch14 NUMERIC
    @ATTRIBUTE duration14 NUMERIC
    @ATTRIBUTE pitch15 NUMERIC
    @ATTRIBUTE duration15 NUMERIC
    @ATTRIBUTE pitch16 NUMERIC
    @ATTRIBUTE duration16 NUMERIC
    @ATTRIBUTE pitch17 NUMERIC
    @ATTRIBUTE duration17 NUMERIC
    @ATTRIBUTE pitch18 NUMERIC
    @ATTRIBUTE duration18 NUMERIC
    @ATTRIBUTE pitch19 NUMERIC
    @ATTRIBUTE duration19 NUMERIC
    @ATTRIBUTE pitch20 NUMERIC
    @ATTRIBUTE duration20 NUMERIC
    @ATTRIBUTE pitch21 NUMERIC
    @ATTRIBUTE duration21 NUMERIC
    @ATTRIBUTE pitch22 NUMERIC
    @ATTRIBUTE duration22 NUMERIC
    @ATTRIBUTE pitch23 NUMERIC
    @ATTRIBUTE duration23 NUMERIC
    @ATTRIBUTE pitch24 NUMERIC
    @ATTRIBUTE duration24 NUMERIC
    @ATTRIBUTE pitch25 NUMERIC
    @ATTRIBUTE duration25 NUMERIC
    @ATTRIBUTE pitch26 NUMERIC
    @ATTRIBUTE duration26 NUMERIC
    @ATTRIBUTE pitch27 NUMERIC
    @ATTRIBUTE duration27 NUMERIC
    @ATTRIBUTE pitch28 NUMERIC
    @ATTRIBUTE duration28 NUMERIC
    @ATTRIBUTE pitch29 NUMERIC
    @ATTRIBUTE duration29 NUMERIC
    @ATTRIBUTE pitch30 NUMERIC
    @ATTRIBUTE duration30 NUMERIC
    @ATTRIBUTE pitch31 NUMERIC
    @ATTRIBUTE duration31 NUMERIC
    @ATTRIBUTE pitch32 NUMERIC
    @ATTRIBUTE duration32 NUMERIC
    @ATTRIBUTE pitch33 NUMERIC
    @ATTRIBUTE duration33 NUMERIC
    @ATTRIBUTE pitch34 NUMERIC
    @ATTRIBUTE duration34 NUMERIC
    @ATTRIBUTE pitch35 NUMERIC
    @ATTRIBUTE duration35 NUMERIC
    @ATTRIBUTE pitch36 NUMERIC
    @ATTRIBUTE duration36 NUMERIC
    @ATTRIBUTE pitch37 NUMERIC
    @ATTRIBUTE duration37 NUMERIC
    @ATTRIBUTE pitch38 NUMERIC
    @ATTRIBUTE duration38 NUMERIC
    @ATTRIBUTE pitch39 NUMERIC
    @ATTRIBUTE duration39 NUMERIC
    @ATTRIBUTE pitch40 NUMERIC
    @ATTRIBUTE duration40 NUMERIC
    @ATTRIBUTE pitch41 NUMERIC
    @ATTRIBUTE duration41 NUMERIC
    @ATTRIBUTE pitch42 NUMERIC
    @ATTRIBUTE duration42 NUMERIC
    @ATTRIBUTE pitch43 NUMERIC
    @ATTRIBUTE duration43 NUMERIC
    @ATTRIBUTE pitch44 NUMERIC
    @ATTRIBUTE duration44 NUMERIC
    @ATTRIBUTE pitch45 NUMERIC
    @ATTRIBUTE duration45 NUMERIC
    @ATTRIBUTE pitch46 NUMERIC
    @ATTRIBUTE duration46 NUMERIC
    @ATTRIBUTE pitch47 NUMERIC
    @ATTRIBUTE duration47 NUMERIC
    @ATTRIBUTE pitch48 NUMERIC
    @ATTRIBUTE duration48 NUMERIC
    @ATTRIBUTE pitch49 NUMERIC
    @ATTRIBUTE duration49 NUMERIC
    @ATTRIBUTE score NUMERIC

@DATA
3176,4,375,1,375,4,375,1,375,4,375,7,375,11,375,9,375,7,375,6,375,4,375,2,375,1,375,2,375,1,375,2,375,9,375,6,375,7,375,1,375,4,375,1,375,4,375,1,375,4,375,7,375,11,375,9,375,7,375,6,375,4,375,11,375,9,375,6,375,7,375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
10297,5,535,5,535,9,535,9,535,9,535,12,535,10,535,9,535,7,535,1,535,5,535,5,535,7,535,7,535,7,535,5,535,2,535,5,535,1,535,8,535,1,535,7,535,1,535,9,535,9,535,7,535,5,535,5,535,1,535,5,535,5,535,9,535,9,535,9,535,12,535,10,535,9,535,7,535,1,535,5,535,5,535,7,535,7,535,7,535,5,535,2,535,5,535,1,535,8,535,1,535,0.583325
4938,6,600,1,600,1,600,6,600,8,600,10,600,1,600,5,600,1,600,3,600,1,600,1,600,6,600,1,600,6,600,8,600,10,600,1,600,5,600,1,600,3,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
528,2,375,2,375,2,375,1,375,13,375,10,375,9,375,1,375,1,375,9,375,9,375,1,375,7,375,9,375,7,375,5,375,5,375,12,375,2,375,1,375,9,375,2,375,4,375,5,375,1,375,7,375,1,375,7,375,2,375,9,375,7,375,1,375,7,375,1,375,5,375,1,375,2,375,12,375,2,375,2,375,7,375,5,375,1,375,5,375,1,375,7,375,1,375,9,375,0,0,0,0,0.0
3014,6,666,7,666,9,666,11,666,7,666,2,666,4,666,4,666,1,666,6,666,7,666,9,666,11,666,7,666,2,666,4,666,4,666,1,666,6,666,7,666,9,666,11,666,7,666,2,666,4,666,4,666,1,666,4,666,4,666,4,666,7,666,9,666,1,666,11,666,11,666,11,666,9,666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25
5166,1,480,12,480,12,480,7,480,5,480,3,480,3,480,12,480,5,480,3,480,3,480,5,480,5,480,3,480,12,480,12,480,7,480,5,480,3,480,12,480,7,480,5,480,5,480,3,480,5,480,5,480,5,480,3,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25
2688,13,535,2,535,4,535,13,535,11,535,9,535,2,535,13,535,11,535,11,535,9,535,7,535,9,535,13,535,2,535,4,535,4,535,13,535,11,535,9,535,9,535,9,535,11,535,11,535,9,535,7,535,9,535,6,535,4,535,2,535,11,535,13,535,2,535,13,535,11,535,13,535,2,535,4,535,13,535,2,535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
9817,7,535,1,535,11,535,11,535,7,535,1,535,11,535,11,535,1,535,7,535,9,535,11,535,1,535,11,535,7,535,11,535,11,535,1,535,7,535,9,535,1,535,11,535,11,535,7,535,1,535,11,535,1,535,11,535,1,535,7,535,1,535,9,535,1,535,2,535,11,535,11,535,11,535,1,535,11,535,1,535,11,535,9,535,9,535,7,535,11,535,11,535,9,535,1,535,6,535,6,535,0.75
7305,11,428,1,428,13,428,1,428,2,428,1,428,13,428,1,428,11,428,1,428,13,428,1,428,11,428,1,428,13,428,1,428,11,428,1,428,6,428,1,428,11,428,1,428,13,428,1,428,2,428,1,428,13,428,1,428,11,428,1,428,13,428,1,428,11,428,1,428,13,428,1,428,11,428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
9597,13,333,12,333,13,333,12,333,10,333,12,333,10,333,1,333,13,333,1,333,11,333,10,333,11,333,10,333,8,333,10,333,8,333,1,333,6,333,1,333,9,333,8,333,9,333,8,333,6,333,8,333,6,333,1,333,13,333,1,333,5,333,6,333,8,333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25
2551,5,428,1,428,5,428,1,428,5,428,1,428,13,428,2,428,5,428,1,428,12,428,5,428,1,428,12,428,1,428,9,428,1,428,7,428,1,428,5,428,1,428,7,428,5,428,1,428,7,428,9,428,5,428,1,428,7,428,10,428,1,428,5,428,1,428,2,428,10,428,1,428,5,428,10,428,1,428,7,428,2,428,1,428,7,428,9,428,7,428,1,428,7,428,2,428,1,428,5,428,0.25
9763,7,300,10,300,12,300,10,300,1,300,12,300,2,300,12,300,10,300,12,300,10,300,12,300,12,300,1,300,2,300,12,300,10,300,12,300,10,300,1,300,10,300,12,300,2,300,1,300,10,300,12,300,2,300,12,300,7,300,10,300,12,300,10,300,1,300,12,300,2,300,12,300,10,300,12,300,10,300,12,300,12,300,1,300,2,300,12,300,10,300,12,300,10,300,1,300,10,300,12,300,0.375
8433,2,333,4,333,6,333,7,333,1,333,6,333,4,333,7,333,6,333,4,333,2,333,2,333,4,333,6,333,7,333,1,333,6,333,4,333,7,333,6,333,1,333,2,333,4,333,6,333,7,333,1,333,6,333,4,333,7,333,6,333,4,333,2,333,2,333,4,333,6,333,2,333,4,333,2,333,13,333,11,333,4,333,2,333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
8488,4,600,4,600,9,600,9,600,9,600,9,600,9,600,9,600,4,600,4,600,9,600,9,600,9,600,9,600,9,600,8,600,8,600,8,600,8,600,8,600,9,600,9,600,9,600,4,600,4,600,9,600,9,600,9,600,9,600,9,600,9,600,9,600,9,600,9,600,9,600,8,600,6,600,8,600,8,600,8,600,9,600,11,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75
7942,7,240,12,240,12,240,12,240,12,240,4,240,7,240,4,240,12,240,2,240,11,240,7,240,7,240,4,240,12,240,7,240,12,240,12,240,12,240,12,240,4,240,7,240,4,240,12,240,2,240,7,240,4,240,5,240,4,240,5,240,4,240,7,240,12,240,12,240,12,240,12,240,4,240,7,240,4,240,12,240,2,240,11,240,7,240,7,240,4,240,12,240,7,240,12,240,12,240,12,240,0.25
7437,6,666,6,666,4,666,4,666,6,666,13,666,2,666,6,666,6,666,4,666,4,666,6,666,13,666,2,666,6,666,6,666,4,666,4,666,4,666,6,666,4,666,2,666,9,666,13,666,2,666,6,666,6,666,6,666,7,666,6,666,2,666,11,666,13,666,2,666,2,666,2,666,4,666,6,666,2,666,13,666,11,666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75
4385,7,428,1,428,1,428,7,428,1,428,7,428,4,428,2,428,1,428,1,428,2,428,1,428,2,428,4,428,13,428,1,428,1,428,13,428,1,428,13,428,11,428,13,428,1,428,13,428,1,428,13,428,11,428,13,428,11,428,7,428,1,428,1,428,7,428,1,428,7,428,4,428,2,428,1,428,1,428,2,428,1,428,2,428,4,428,13,428,1,428,1,428,0,0,0,0,0,0,0,0,0.5
5343,6,480,13,480,11,480,13,480,4,480,13,480,1,480,6,480,13,480,11,480,13,480,6,480,13,480,1,480,9,480,7,480,6,480,4,480,6,480,13,480,1,480,9,480,7,480,6,480,4,480,7,480,13,480,1,480,6,480,13,480,11,480,13,480,4,480,13,480,1,480,6,480,13,480,11,480,13,480,6,480,13,480,1,480,6,480,13,480,0,0,0,0,0,0,0,0,0,0,0,0,0.25
1619,7,266,1,266,1,266,1,266,1,266,1,266,1,266,7,266,7,266,7,266,7,266,9,266,9,266,9,266,9,266,7,266,7,266,7,266,7,266,9,266,9,266,6,266,6,266,6,266,6,266,1,266,1,266,1,266,1,266,1,266,1,266,7,266,7,266,7,266,7,266,9,266,9,266,9,266,9,266,7,266,7,266,7,266,7,266,9,266,9,266,6,266,6,266,6,266,6,266,6,266,0.0
261,9,266,1,266,9,266,1,266,9,266,1,266,9,266,9,266,1,266,9,266,1,266,9,266,1,266,4,266,1,266,4,266,1,266,4,266,1,266,2,266,4,266,1,266,7,266,1,266,7,266,1,266,7,266,1,266,7,266,1,266,7,266,7,266,1,266,7,266,1,266,9,266,1,266,4,266,1,266,4,266,1,266,4,266,1,266,2,266,4,266,0,0,0,0,0,0,0,0,0,0,0.5
9355,5,480,5,480,5,480,8,480,5,480,5,480,1,480,5,480,5,480,5,480,8,480,5,480,5,480,1,480,5,480,5,480,3,480,5,480,5,480,5,480,3,480,12,480,8,480,10,480,10,480,10,480,8,480,10,480,8,480,12,480,5,480,5,480,8,480,10,480,8,480,12,480,5,480,5,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
3444,2,480,1,480,7,480,1,480,7,480,9,480,1,480,7,480,1,480,6,480,1,480,4,480,1,480,6,480,1,480,7,480,1,480,9,480,1,480,2,480,1,480,7,480,1,480,7,480,9,480,1,480,7,480,1,480,6,480,1,480,4,480,1,480,6,480,1,480,7,480,1,480,9,480,1,480,2,480,1,480,7,480,1,480,10,480,1,480,2,480,1,480,12,480,1,480,10,480,1,480,0.875
6278,6,535,6,535,13,535,13,535,13,535,13,535,13,535,13,535,9,535,6,535,6,535,13,535,13,535,13,535,13,535,13,535,13,535,9,535,6,535,6,535,6,535,6,535,2,535,2,535,2,535,2,535,2,535,2,535,11,535,4,535,4,535,4,535,13,535,13,535,13,535,13,535,11,535,11,535,2,535,13,535,6,535,6,535,13,535,13,535,13,535,13,535,13,535,13,535,9,535,6,535,1.0
9316,9,375,11,375,11,375,6,375,9,375,11,375,11,375,6,375,9,375,11,375,11,375,6,375,9,375,11,375,11,375,6,375,9,375,11,375,11,375,6,375,9,375,11,375,11,375,6,375,9,375,11,375,11,375,9,375,11,375,9,375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25
1195,11,375,9,375,4,375,1,375,7,375,1,375,6,375,1,375,11,375,4,375,7,375,9,375,1,375,6,375,1,375,11,375,9,375,4,375,7,375,6,375,11,375,6,375,7,375,9,375,6,375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.375
7472,6,480,13,480,11,480,13,480,4,480,13,480,1,480,6,480,13,480,11,480,13,480,6,480,13,480,1,480,9,480,8,480,6,480,4,480,6,480,13,480,1,480,9,480,8,480,6,480,4,480,8,480,13,480,1,480,6,480,13,480,11,480,13,480,4,480,13,480,1,480,6,480,13,480,11,480,13,480,6,480,13,480,1,480,6,480,13,480,0,0,0,0,0,0,0,0,0,0,0,0,0.0
9303,3,333,3,333,5,333,6,333,3,333,10,333,8,333,10,333,3,333,3,333,5,333,6,333,3,333,10,333,11,333,10,333,8,333,1,333,10,333,10,333,10,333,13,333,13,333,10,333,10,333,1,333,10,333,10,333,10,333,10,333,13,333,10,333,8,333,6,333,3,333,3,333,5,333,6,333,3,333,10,333,8,333,10,333,3,333,3,333,5,333,6,333,3,333,10,333,11,333,10,333,0.5
8678,6,375,9,375,6,375,2,375,1,375,2,375,1,375,2,375,1,375,6,375,6,375,8,375,8,375,8,375,13,375,1,375,13,375,8,375,8,375,8,375,8,375,8,375,6,375,11,375,1,375,6,375,6,375,3,375,13,375,11,375,1,375,11,375,11,375,1,375,11,375,1,375,11,375,1,375,11,375,6,375,9,375,6,375,2,375,1,375,2,375,1,375,2,375,1,375,6,375,6,375,0.25
1809,4,535,8,535,8,535,9,535,4,535,8,535,8,535,9,535,4,535,8,535,9,535,1,535,8,535,9,535,4,535,8,535,8,535,9,535,4,535,8,535,8,535,9,535,4,535,8,535,9,535,1,535,8,535,9,535,4,535,8,535,8,535,9,535,4,535,8,535,8,535,9,535,4,535,8,535,9,535,1,535,8,535,9,535,4,535,8,535,8,535,9,535,4,535,8,535,8,535,9,535,0.25
8070,9,428,9,428,9,428,9,428,9,428,9,428,11,428,7,428,7,428,7,428,7,428,7,428,7,428,11,428,11,428,11,428,11,428,9,428,9,428,9,428,9,428,9,428,9,428,11,428,7,428,7,428,7,428,7,428,7,428,7,428,11,428,11,428,13,428,11,428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25
9738,6,666,1,666,13,666,1,666,13,666,1,666,11,666,1,666,13,666,1,666,11,666,1,666,9,666,1,666,11,666,1,666,11,666,1,666,9,666,1,666,6,666,1,666,9,666,1,666,6,666,1,666,13,666,1,666,13,666,1,666,11,666,1,666,13,666,1,666,11,666,1,666,9,666,1,666,11,666,1,666,11,666,1,666,9,666,1,666,6,666,1,666,9,666,0,0,0,0,0,0,0.75
6735,5,428,5,428,5,428,5,428,12,428,5,428,12,428,5,428,12,428,9,428,5,428,4,428,9,428,4,428,9,428,12,428,9,428,12,428,9,428,12,428,9,428,4,428,5,428,10,428,5,428,10,428,2,428,10,428,2,428,10,428,2,428,4,428,5,428,7,428,12,428,7,428,12,428,9,428,12,428,9,428,12,428,9,428,7,428,9,428,5,428,5,428,5,428,5,428,12,428,5,428,0.5
3858,12,428,12,428,12,428,12,428,12,428,2,428,2,428,12,428,1,428,12,428,2,428,12,428,1,428,12,428,12,428,12,428,12,428,12,428,2,428,2,428,12,428,1,428,12,428,2,428,12,428,1,428,12,428,5,428,5,428,4,428,4,428,2,428,12,428,1,428,12,428,2,428,12,428,1,428,12,428,5,428,5,428,4,428,4,428,2,428,12,428,1,428,12,428,2,428,12,428,0,0,0.75
7411,9,480,6,480,9,480,2,480,11,480,1,480,7,480,4,480,7,480,13,480,9,480,7,480,6,480,1,480,6,480,2,480,7,480,2,480,1,480,7,480,6,480,9,480,7,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25
